source,text,created_at,retweet_count,favorite_count,is_retweet,id_str,at_who,words,tweet_len,tweet_no_words,capital_words,has_endors
Twitter for iPhone,RT REVEALED Foreign Government Official Offered Hillary Campaign Dirt On Trump Details ,2019-03-17 21:34:16,8353.0,0,false,1.107394745033261e+18,['@ChuckCallesto:'],"['RT', 'REVEALED', 'Foreign', 'Government', 'Official', 'Offered', 'Hillary', 'Campaign', 'Dirt', 'On', 'Trump', 'Details']",87,12,RT,0
Twitter for iPhone,Report Christopher Steele backed up his Democrat amp Crooked Hillary paid for Fake amp Unverified Dossier with information he got from send in watchers of low ratings CNN This is the info that got us the Witch Hunt ,2019-03-17 12:23:30,19101.0,70922,false,1.1072561425840783e+18,[],"['Report', 'Christopher', 'Steele', 'backed', 'up', 'his', 'Democrat', 'amp', 'Crooked', 'Hillary', 'paid', 'for', 'Fake', 'amp', 'Unverified', 'Dossier', 'with', 'information', 'he', 'got', 'from', 'send', 'in', 'watchers', 'of', 'low', 'ratings', 'CNN', 'This', 'is', 'the', 'info', 'that', 'got', 'us', 'the', 'Witch', 'Hunt']",215,38,CNN,0
Twitter for iPhone,Google is helping China and their military but not the US Terrible The good news is that they helped Crooked Hillary Clinton and not Trump and how did that turn out ,2019-03-16 21:07:46,25982.0,102500,false,1.1070256894867374e+18,[],"['Google', 'is', 'helping', 'China', 'and', 'their', 'military', 'but', 'not', 'the', 'US', 'Terrible', 'The', 'good', 'news', 'is', 'that', 'they', 'helped', 'Crooked', 'Hillary', 'Clinton', 'and', 'not', 'Trump', 'and', 'how', 'did', 'that', 'turn', 'out']",165,31,US,0
Twitter for iPhone,So if there was knowingly amp acknowledged to be zero crime when the Special Counsel was appointed and if the appointment was made based on the Fake Dossier paid for by Crooked Hillary and now disgraced Andrew McCabe he amp all stated no crime then the Special Counsel ,2019-03-15 13:47:58,22626.0,88535,false,1.1065526211527803e+18,[],"['So', 'if', 'there', 'was', 'knowingly', 'amp', 'acknowledged', 'to', 'be', 'zero', 'crime', 'when', 'the', 'Special', 'Counsel', 'was', 'appointed', 'and', 'if', 'the', 'appointment', 'was', 'made', 'based', 'on', 'the', 'Fake', 'Dossier', 'paid', 'for', 'by', 'Crooked', 'Hillary', 'and', 'now', 'disgraced', 'Andrew', 'McCabe', 'he', 'amp', 'all', 'stated', 'no', 'crime', 'then', 'the', 'Special', 'Counsel']",269,48,,0
Twitter for iPhone,Comey testified under oath that it was a unanimous decision on Crooked Hillary Lisa Page transcripts show he LIED ,2019-03-13 14:14:09,22909.0,78527,false,1.1058344349625713e+18,['@jasoninthehouse'],"['Comey', 'testified', 'under', 'oath', 'that', 'it', 'was', 'a', 'unanimous', 'decision', 'on', 'Crooked', 'Hillary', 'Lisa', 'Page', 'transcripts', 'show', 'he', 'LIED']",114,19,LIED,0
Twitter for iPhone,RT The real collusion scandal why havent Hillary Clinton and her lawyers been questioned about their collusion with Fusion ,2019-03-11 00:14:15,11879.0,0,false,1.1048982919495516e+18,['@TomFitton:'],"['RT', 'The', 'real', 'collusion', 'scandal', 'why', 'havent', 'Hillary', 'Clinton', 'and', 'her', 'lawyers', 'been', 'questioned', 'about', 'their', 'collusion', 'with', 'Fusion']",123,19,RT,0
Twitter for iPhone, Theres not one shred of evidence that President Trump has done anything wrong One America News So true a total Witch Hunt All started illegally by Crooked Hillary Clinton the DNC and others ,2019-03-10 23:42:31,24528.0,100961,false,1.1048903077060608e+18,['@GrahamLedger'],"['Theres', 'not', 'one', 'shred', 'of', 'evidence', 'that', 'President', 'Trump', 'has', 'done', 'anything', 'wrong', 'One', 'America', 'News', 'So', 'true', 'a', 'total', 'Witch', 'Hunt', 'All', 'started', 'illegally', 'by', 'Crooked', 'Hillary', 'Clinton', 'the', 'DNC', 'and', 'others']",191,33,DNC,0
Twitter for iPhone,RT Weird that all of a sudden the Fake Dossier author paid for by Hillary and the DNC etc no longe wants to show up and ,2019-03-06 04:45:07,17923.0,0,false,1.1031545171247473e+18,['@DonaldJTrumpJr:'],"['RT', 'Weird', 'that', 'all', 'of', 'a', 'sudden', 'the', 'Fake', 'Dossier', 'author', 'paid', 'for', 'by', 'Hillary', 'and', 'the', 'DNC', 'etc', 'no', 'longe', 'wants', 'to', 'show', 'up', 'and']",120,26,RT,0
Twitter for iPhone, Crooked Hillary Clinton confirms she will not run in rules out a third bid for White House Awshucks does that mean I wont get to run against her again She will be sorely missed ,2019-03-05 22:18:31,33905.0,168992,false,1.1030572259107553e+18,[],"['Crooked', 'Hillary', 'Clinton', 'confirms', 'she', 'will', 'not', 'run', 'in', 'rules', 'out', 'a', 'third', 'bid', 'for', 'White', 'House', 'Awshucks', 'does', 'that', 'mean', 'I', 'wont', 'get', 'to', 'run', 'against', 'her', 'again', 'She', 'will', 'be', 'sorely', 'missed']",178,34,I,0
Twitter for iPhone,Now that they realize the only Collusion with Russia was done by Crooked Hillary Clinton amp the Democrats Nadler Schiff and the Dem heads of the Committees have gone stone cold CRAZY letter sent to innocent people to harass them They wont get ANYTHING done for our Country ,2019-03-05 13:14:34,27750.0,103946,false,1.1029203385292882e+18,[],"['Now', 'that', 'they', 'realize', 'the', 'only', 'Collusion', 'with', 'Russia', 'was', 'done', 'by', 'Crooked', 'Hillary', 'Clinton', 'amp', 'the', 'Democrats', 'Nadler', 'Schiff', 'and', 'the', 'Dem', 'heads', 'of', 'the', 'Committees', 'have', 'gone', 'stone', 'cold', 'CRAZY', 'letter', 'sent', 'to', 'innocent', 'people', 'to', 'harass', 'them', 'They', 'wont', 'get', 'ANYTHING', 'done', 'for', 'our', 'Country']",274,48,CRAZY,0
Twitter for iPhone,Michael Cohens book manuscript shows that he committed perjury on a scale not seen before He must have forgotten about his book when he testified What does Hillary Clintons lawyer Lanny Davis say about this one Is he being paid by Crooked Hillary Using her lawyer ,2019-03-01 13:37:09,23642.0,95142,false,1.10147647003426e+18,[],"['Michael', 'Cohens', 'book', 'manuscript', 'shows', 'that', 'he', 'committed', 'perjury', 'on', 'a', 'scale', 'not', 'seen', 'before', 'He', 'must', 'have', 'forgotten', 'about', 'his', 'book', 'when', 'he', 'testified', 'What', 'does', 'Hillary', 'Clintons', 'lawyer', 'Lanny', 'Davis', 'say', 'about', 'this', 'one', 'Is', 'he', 'being', 'paid', 'by', 'Crooked', 'Hillary', 'Using', 'her', 'lawyer']",264,46,,0
Twitter for iPhone,Oh I see Now that the year Russian Collusion case has fallen apart there was no Collusion except bye Crooked Hillary and the Democrats they say gee I have an idea lets look at Trumps finances and every deal he has ever done Lets follow discredited Michael Cohen ,2019-03-01 13:19:44,30590.0,125420,false,1.1014720847300035e+18,[],"['Oh', 'I', 'see', 'Now', 'that', 'the', 'year', 'Russian', 'Collusion', 'case', 'has', 'fallen', 'apart', 'there', 'was', 'no', 'Collusion', 'except', 'bye', 'Crooked', 'Hillary', 'and', 'the', 'Democrats', 'they', 'say', 'gee', 'I', 'have', 'an', 'idea', 'lets', 'look', 'at', 'Trumps', 'finances', 'and', 'every', 'deal', 'he', 'has', 'ever', 'done', 'Lets', 'follow', 'discredited', 'Michael', 'Cohen']",262,48,I,0
Twitter for iPhone,The only Collusion with the Russians was with Crooked Hillary Clinton and the Democratic National Committee And wheres the Server that the DNC refused to give to the FBI Where are the new Texts between Agent Lisa Page and her Agent lover Peter S We want them now ,2019-02-24 16:51:33,34858.0,135527,false,1.0997134514574623e+18,[],"['The', 'only', 'Collusion', 'with', 'the', 'Russians', 'was', 'with', 'Crooked', 'Hillary', 'Clinton', 'and', 'the', 'Democratic', 'National', 'Committee', 'And', 'wheres', 'the', 'Server', 'that', 'the', 'DNC', 'refused', 'to', 'give', 'to', 'the', 'FBI', 'Where', 'are', 'the', 'new', 'Texts', 'between', 'Agent', 'Lisa', 'Page', 'and', 'her', 'Agent', 'lover', 'Peter', 'S', 'We', 'want', 'them', 'now']",263,48,DNC,0
Twitter for iPhone,I never said anything bad about Andrew McCabes wife other than she they should not have taken large amounts of campaign money from a Crooked Hillary source when Clinton was under investigation by the FBI I never called his wife a loser to him another McCabe made up lie ,2019-02-19 16:05:01,25963.0,116520,false,1.097889803864064e+18,[],"['I', 'never', 'said', 'anything', 'bad', 'about', 'Andrew', 'McCabes', 'wife', 'other', 'than', 'she', 'they', 'should', 'not', 'have', 'taken', 'large', 'amounts', 'of', 'campaign', 'money', 'from', 'a', 'Crooked', 'Hillary', 'source', 'when', 'Clinton', 'was', 'under', 'investigation', 'by', 'the', 'FBI', 'I', 'never', 'called', 'his', 'wife', 'a', 'loser', 'to', 'him', 'another', 'McCabe', 'made', 'up', 'lie']",270,49,I,0
Twitter for iPhone,RT BIG Strzok Page Docs Show More Collusion to Protect Hillary Clinton Voter Fraud Crisis Thousands of Aliens Illegally Voti ,2019-02-17 04:52:57,12136.0,0,false,1.0969958969680364e+18,['@TomFitton:'],"['RT', 'BIG', 'Strzok', 'Page', 'Docs', 'Show', 'More', 'Collusion', 'to', 'Protect', 'Hillary', 'Clinton', 'Voter', 'Fraud', 'Crisis', 'Thousands', 'of', 'Aliens', 'Illegally', 'Voti']",125,20,RT,0
Twitter for iPhone, Many of the top FBI brass were fired forced to leave or left McCabes wife received BIG DOLLARS from Clinton people for her campaign he gave Hillary a pass McCabe is a disgrace to the FBI and a disgrace to our Country MAKE AMERICA GREAT AGAIN ,2019-02-14 14:55:09,42570.0,166574,false,1.0960602808393073e+18,[],"['Many', 'of', 'the', 'top', 'FBI', 'brass', 'were', 'fired', 'forced', 'to', 'leave', 'or', 'left', 'McCabes', 'wife', 'received', 'BIG', 'DOLLARS', 'from', 'Clinton', 'people', 'for', 'her', 'campaign', 'he', 'gave', 'Hillary', 'a', 'pass', 'McCabe', 'is', 'a', 'disgrace', 'to', 'the', 'FBI', 'and', 'a', 'disgrace', 'to', 'our', 'Country', 'MAKE', 'AMERICA', 'GREAT', 'AGAIN']",243,46,FBI,0
Twitter for iPhone,Disgraced FBI Acting Director Andrew McCabe pretends to be a poor little Angel when in fact he was a big part of the Crooked Hillary Scandal amp the Russia Hoax a puppet for Leakin James Comey IG report on McCabe was devastating Part of insurance policy in case I won ,2019-02-14 14:39:50,38494.0,145472,false,1.0960564265339986e+18,[],"['Disgraced', 'FBI', 'Acting', 'Director', 'Andrew', 'McCabe', 'pretends', 'to', 'be', 'a', 'poor', 'little', 'Angel', 'when', 'in', 'fact', 'he', 'was', 'a', 'big', 'part', 'of', 'the', 'Crooked', 'Hillary', 'Scandal', 'amp', 'the', 'Russia', 'Hoax', 'a', 'puppet', 'for', 'Leakin', 'James', 'Comey', 'IG', 'report', 'on', 'McCabe', 'was', 'devastating', 'Part', 'of', 'insurance', 'policy', 'in', 'case', 'I', 'won']",268,50,FBI,0
Twitter for iPhone, It is all a GIANT AND ILLEGAL HOAX developed long before the election itself but used as an excuse by the Democrats as to why Crooked Hillary Clinton lost the Election Someday the Fake News Media will turn honest amp report that Donald J Trump was actually a GREAT Candidate ,2019-02-08 13:59:10,29169.0,137509,false,1.0938718652469617e+18,[],"['It', 'is', 'all', 'a', 'GIANT', 'AND', 'ILLEGAL', 'HOAX', 'developed', 'long', 'before', 'the', 'election', 'itself', 'but', 'used', 'as', 'an', 'excuse', 'by', 'the', 'Democrats', 'as', 'to', 'why', 'Crooked', 'Hillary', 'Clinton', 'lost', 'the', 'Election', 'Someday', 'the', 'Fake', 'News', 'Media', 'will', 'turn', 'honest', 'amp', 'report', 'that', 'Donald', 'J', 'Trump', 'was', 'actually', 'a', 'GREAT', 'Candidate']",276,50,GIANT,0
Twitter for iPhone,CBS reports that in the Roger Stone indictment data was released during the Election to damage Hillary Clinton Oh really What about the Fake and Unverified Dossier a total phony conjob that was paid for by Crooked Hillary to damage me and the Trump Campaign What ,2019-01-27 01:39:07,31498.0,128265,false,1.0893369694176256e+18,[],"['CBS', 'reports', 'that', 'in', 'the', 'Roger', 'Stone', 'indictment', 'data', 'was', 'released', 'during', 'the', 'Election', 'to', 'damage', 'Hillary', 'Clinton', 'Oh', 'really', 'What', 'about', 'the', 'Fake', 'and', 'Unverified', 'Dossier', 'a', 'total', 'phony', 'conjob', 'that', 'was', 'paid', 'for', 'by', 'Crooked', 'Hillary', 'to', 'damage', 'me', 'and', 'the', 'Trump', 'Campaign', 'What']",263,46,CBS,0
Twitter for iPhone,If Roger Stone was indicted for lying to Congress what about the lying done by Comey Brennan Clapper Lisa Page amp lover Baker and soooo many others What about Hillary to FBI and her deleted Emails What about Lisa amp Peters deleted texts amp Wieners laptop Much more ,2019-01-26 13:42:28,44170.0,152841,false,1.0891566210020024e+18,[],"['If', 'Roger', 'Stone', 'was', 'indicted', 'for', 'lying', 'to', 'Congress', 'what', 'about', 'the', 'lying', 'done', 'by', 'Comey', 'Brennan', 'Clapper', 'Lisa', 'Page', 'amp', 'lover', 'Baker', 'and', 'soooo', 'many', 'others', 'What', 'about', 'Hillary', 'to', 'FBI', 'and', 'her', 'deleted', 'Emails', 'What', 'about', 'Lisa', 'amp', 'Peters', 'deleted', 'texts', 'amp', 'Wieners', 'laptop', 'Much', 'more']",268,48,FBI,0
Twitter for iPhone,So interesting that bad lawyer Michael Cohen who sadly will not be testifying before Congress is using the lawyer of Crooked Hillary Clinton to represent him Gee how did that happen Remember July th weekend when Crooked went before FBI amp wasnt sworn in no tape nothing ,2019-01-24 12:48:32,24887.0,102112,false,1.0884182711944643e+18,[],"['So', 'interesting', 'that', 'bad', 'lawyer', 'Michael', 'Cohen', 'who', 'sadly', 'will', 'not', 'be', 'testifying', 'before', 'Congress', 'is', 'using', 'the', 'lawyer', 'of', 'Crooked', 'Hillary', 'Clinton', 'to', 'represent', 'him', 'Gee', 'how', 'did', 'that', 'happen', 'Remember', 'July', 'th', 'weekend', 'when', 'Crooked', 'went', 'before', 'FBI', 'amp', 'wasnt', 'sworn', 'in', 'no', 'tape', 'nothing']",271,47,FBI,0
Twitter for iPhone, big Crooked Hillary law firm represented by her lawyer Michael Sussmann do you believe this who worked Baker hard amp gave him Oppo Research for a Russia probe This meeting now exposed is the subject of Senate inquiries and much more An Unconstitutional Hoax ,2019-01-22 16:06:31,30691.0,117932,false,1.0877433209888358e+18,['@FoxNews'],"['big', 'Crooked', 'Hillary', 'law', 'firm', 'represented', 'by', 'her', 'lawyer', 'Michael', 'Sussmann', 'do', 'you', 'believe', 'this', 'who', 'worked', 'Baker', 'hard', 'amp', 'gave', 'him', 'Oppo', 'Research', 'for', 'a', 'Russia', 'probe', 'This', 'meeting', 'now', 'exposed', 'is', 'the', 'subject', 'of', 'Senate', 'inquiries', 'and', 'much', 'more', 'An', 'Unconstitutional', 'Hoax']",260,44,,0
Twitter for iPhone,Remember it was Buzzfeed that released the totally discredited Dossier paid for by Crooked Hillary Clinton and the Democrats as opposition research on which the entire Russian probe is based A very sad day for journalism but a great day for our Country ,2019-01-19 03:02:50,38231.0,144494,false,1.0864589370026803e+18,[],"['Remember', 'it', 'was', 'Buzzfeed', 'that', 'released', 'the', 'totally', 'discredited', 'Dossier', 'paid', 'for', 'by', 'Crooked', 'Hillary', 'Clinton', 'and', 'the', 'Democrats', 'as', 'opposition', 'research', 'on', 'which', 'the', 'entire', 'Russian', 'probe', 'is', 'based', 'A', 'very', 'sad', 'day', 'for', 'journalism', 'but', 'a', 'great', 'day', 'for', 'our', 'Country']",253,43,A,0
Twitter for iPhone, who is being totally protected by his best friend Bob Mueller amp the Angry Democrats leaking machines who have NO interest in going after the Real Collusion and much more by Crooked Hillary Clinton her Campaign and the Democratic National Committee Just Watch ,2019-01-12 12:53:25,19477.0,85444,false,1.0840708458263716e+18,[],"['who', 'is', 'being', 'totally', 'protected', 'by', 'his', 'best', 'friend', 'Bob', 'Mueller', 'amp', 'the', 'Angry', 'Democrats', 'leaking', 'machines', 'who', 'have', 'NO', 'interest', 'in', 'going', 'after', 'the', 'Real', 'Collusion', 'and', 'much', 'more', 'by', 'Crooked', 'Hillary', 'Clinton', 'her', 'Campaign', 'and', 'the', 'Democratic', 'National', 'Committee', 'Just', 'Watch']",262,43,NO,0
Twitter for iPhone, Funny thing about James Comey Everybody wanted him fired Republican and Democrat alike After the rigged amp botched Crooked Hillary investigation where she was interviewed on July th Weekend not recorded or sworn in and where she said she didnt know anything a lie ,2019-01-12 12:18:35,21529.0,89295,false,1.0840620799072297e+18,[],"['Funny', 'thing', 'about', 'James', 'Comey', 'Everybody', 'wanted', 'him', 'fired', 'Republican', 'and', 'Democrat', 'alike', 'After', 'the', 'rigged', 'amp', 'botched', 'Crooked', 'Hillary', 'investigation', 'where', 'she', 'was', 'interviewed', 'on', 'July', 'th', 'Weekend', 'not', 'recorded', 'or', 'sworn', 'in', 'and', 'where', 'she', 'said', 'she', 'didnt', 'know', 'anything', 'a', 'lie']",266,44,,0
Twitter for iPhone, We simply cannot allow people to pour into the United States undetected undocumented unchecked Barrack Obama I voted when I was a Senator to build a barrier to try to prevent illegal immigrants from coming in Hillary Clinton ,2019-01-06 12:01:42,35380.0,134045,false,1.0818835050496369e+18,[],"['We', 'simply', 'cannot', 'allow', 'people', 'to', 'pour', 'into', 'the', 'United', 'States', 'undetected', 'undocumented', 'unchecked', 'Barrack', 'Obama', 'I', 'voted', 'when', 'I', 'was', 'a', 'Senator', 'to', 'build', 'a', 'barrier', 'to', 'try', 'to', 'prevent', 'illegal', 'immigrants', 'from', 'coming', 'in', 'Hillary', 'Clinton']",226,38,I,0
Twitter for iPhone, General McChrystal got fired like a dog by Obama Last assignment a total bust Known for big dumb mouth Hillary lover ,2019-01-01 15:32:30,16907.0,69306,false,1.0801246159203738e+18,[],"['General', 'McChrystal', 'got', 'fired', 'like', 'a', 'dog', 'by', 'Obama', 'Last', 'assignment', 'a', 'total', 'bust', 'Known', 'for', 'big', 'dumb', 'mouth', 'Hillary', 'lover']",118,21,,0
Twitter for iPhone, It turns out to be true now that the Department of Justice and the FBI under President Obama rigged the investigation for Hillary and really turned the screws on Trump and now it looks like in a corrupt amp illegal way The facts are out now Whole Hoax exposed ,2018-12-30 03:15:36,44877.0,150051,false,1.079214392758145e+18,['@JesseBWatters'],"['It', 'turns', 'out', 'to', 'be', 'true', 'now', 'that', 'the', 'Department', 'of', 'Justice', 'and', 'the', 'FBI', 'under', 'President', 'Obama', 'rigged', 'the', 'investigation', 'for', 'Hillary', 'and', 'really', 'turned', 'the', 'screws', 'on', 'Trump', 'and', 'now', 'it', 'looks', 'like', 'in', 'a', 'corrupt', 'amp', 'illegal', 'way', 'The', 'facts', 'are', 'out', 'now', 'Whole', 'Hoax', 'exposed']",261,49,FBI,0
Twitter for iPhone, Absolutely nothing on Russian Collusion Kimberley Strassel The Wall Street Journal The Russian Collusion fabrication is the greatest Hoax in the history of American politics The only Russian Collusion was with Hillary and the Democrats ,2018-12-30 03:01:28,30777.0,118155,false,1.0792108359631954e+18,[],"['Absolutely', 'nothing', 'on', 'Russian', 'Collusion', 'Kimberley', 'Strassel', 'The', 'Wall', 'Street', 'Journal', 'The', 'Russian', 'Collusion', 'fabrication', 'is', 'the', 'greatest', 'Hoax', 'in', 'the', 'history', 'of', 'American', 'politics', 'The', 'only', 'Russian', 'Collusion', 'was', 'with', 'Hillary', 'and', 'the', 'Democrats']",237,35,,0
Twitter for iPhone, WILL NEVER BE PROVEN AND ARE LIKELY FALSE Thank you to Michael Isikoff Yahoo for honesty What this means is that the FISA WARRANTS and the whole Russian Witch Hunt is a Fraud and a Hoax which should be ended immediately Also it was paid for by Crooked Hillary amp DNC ,2018-12-18 13:22:29,19460.0,75842,false,1.0750184653569966e+18,[],"['WILL', 'NEVER', 'BE', 'PROVEN', 'AND', 'ARE', 'LIKELY', 'FALSE', 'Thank', 'you', 'to', 'Michael', 'Isikoff', 'Yahoo', 'for', 'honesty', 'What', 'this', 'means', 'is', 'that', 'the', 'FISA', 'WARRANTS', 'and', 'the', 'whole', 'Russian', 'Witch', 'Hunt', 'is', 'a', 'Fraud', 'and', 'a', 'Hoax', 'which', 'should', 'be', 'ended', 'immediately', 'Also', 'it', 'was', 'paid', 'for', 'by', 'Crooked', 'Hillary', 'amp', 'DNC']",269,51,WILL,0
Twitter for iPhone, overturned in the United States Supreme Court Doing same thing to people now Will all of the substantial amp many contributions made by the Angry Democrats to the Campaign of Crooked Hillary be listed in top of Report Will the people that worked for the Clinton ,2018-12-07 11:40:53,15173.0,58913,false,1.0710066284875407e+18,[],"['overturned', 'in', 'the', 'United', 'States', 'Supreme', 'Court', 'Doing', 'same', 'thing', 'to', 'people', 'now', 'Will', 'all', 'of', 'the', 'substantial', 'amp', 'many', 'contributions', 'made', 'by', 'the', 'Angry', 'Democrats', 'to', 'the', 'Campaign', 'of', 'Crooked', 'Hillary', 'be', 'listed', 'in', 'top', 'of', 'Report', 'Will', 'the', 'people', 'that', 'worked', 'for', 'the', 'Clinton']",263,46,,0
Twitter for iPhone,Did you ever see an investigation more in search of a crime At the same time Mueller and the Angry Democrats arent even looking at the atrocious and perhaps subversive crimes that were committed by Crooked Hillary Clinton and the Democrats A total disgrace ,2018-11-29 11:54:16,26413.0,99632,false,1.0681108954092339e+18,[],"['Did', 'you', 'ever', 'see', 'an', 'investigation', 'more', 'in', 'search', 'of', 'a', 'crime', 'At', 'the', 'same', 'time', 'Mueller', 'and', 'the', 'Angry', 'Democrats', 'arent', 'even', 'looking', 'at', 'the', 'atrocious', 'and', 'perhaps', 'subversive', 'crimes', 'that', 'were', 'committed', 'by', 'Crooked', 'Hillary', 'Clinton', 'and', 'the', 'Democrats', 'A', 'total', 'disgrace']",257,44,A,0
Twitter for iPhone,The Mueller Witch Hunt is a total disgrace They are looking at supposedly stolen Crooked Hillary Clinton Emails even though they dont want to look at the DNC Server but have no interest in the Emails that Hillary DELETED amp acid washed AFTER getting a Congressional Subpoena ,2018-11-28 00:31:37,30843.0,110777,false,1.0675767138598175e+18,[],"['The', 'Mueller', 'Witch', 'Hunt', 'is', 'a', 'total', 'disgrace', 'They', 'are', 'looking', 'at', 'supposedly', 'stolen', 'Crooked', 'Hillary', 'Clinton', 'Emails', 'even', 'though', 'they', 'dont', 'want', 'to', 'look', 'at', 'the', 'DNC', 'Server', 'but', 'have', 'no', 'interest', 'in', 'the', 'Emails', 'that', 'Hillary', 'DELETED', 'amp', 'acid', 'washed', 'AFTER', 'getting', 'a', 'Congressional', 'Subpoena']",276,47,DNC,0
Twitter for iPhone,Universities will someday study what highly conflicted and NOT Senate approved Bob Mueller and his gang of Democrat thugs have done to destroy people Why is he protecting Crooked Hillary Comey McCabe Lisa Page amp her lover Peter S and all of his friends on the other side ,2018-11-15 14:49:28,30608.0,113603,false,1.063081553075626e+18,[],"['Universities', 'will', 'someday', 'study', 'what', 'highly', 'conflicted', 'and', 'NOT', 'Senate', 'approved', 'Bob', 'Mueller', 'and', 'his', 'gang', 'of', 'Democrat', 'thugs', 'have', 'done', 'to', 'destroy', 'people', 'Why', 'is', 'he', 'protecting', 'Crooked', 'Hillary', 'Comey', 'McCabe', 'Lisa', 'Page', 'amp', 'her', 'lover', 'Peter', 'S', 'and', 'all', 'of', 'his', 'friends', 'on', 'the', 'other', 'side']",273,48,NOT,0
Twitter for iPhone, We have found nothing to show collusion between President Trump amp Russia absolutely zero but every day we get more documentation showing collusion between the FBI amp DOJ the Hillary campaign foreign spies amp Russians incredible ,2018-09-11 11:08:35,22624.0,78569,false,1.0394707558163743e+18,"['@SaraCarterDC', '@LouDobbs']","['We', 'have', 'found', 'nothing', 'to', 'show', 'collusion', 'between', 'President', 'Trump', 'amp', 'Russia', 'absolutely', 'zero', 'but', 'every', 'day', 'we', 'get', 'more', 'documentation', 'showing', 'collusion', 'between', 'the', 'FBI', 'amp', 'DOJ', 'the', 'Hillary', 'campaign', 'foreign', 'spies', 'amp', 'Russians', 'incredible']",233,36,FBI,0
Twitter for iPhone, No information was ever given by the Trump Team to Russia yet the Hillary Clinton campaign paid for information from Kremlin sources and just washed it through an intermediary Christopher Steele Jesse Waters,2018-09-02 01:01:22,21798.0,82234,false,1.0360564549549957e+18,[],"['No', 'information', 'was', 'ever', 'given', 'by', 'the', 'Trump', 'Team', 'to', 'Russia', 'yet', 'the', 'Hillary', 'Clinton', 'campaign', 'paid', 'for', 'information', 'from', 'Kremlin', 'sources', 'and', 'just', 'washed', 'it', 'through', 'an', 'intermediary', 'Christopher', 'Steele', 'Jesse', 'Waters']",208,33,,0
Twitter for iPhone, positions of power Thats part of the story of the Russia Hoax Christopher Steele is on the payroll of Hillary Clinton amp the FBI amp when they fired him for lying they continued to use him Violation of FBI regulations Kept trying to verify the unverifiable ,2018-09-02 00:53:44,16746.0,64001,false,1.0360545344502292e+18,['@GreggJarrett'],"['positions', 'of', 'power', 'Thats', 'part', 'of', 'the', 'story', 'of', 'the', 'Russia', 'Hoax', 'Christopher', 'Steele', 'is', 'on', 'the', 'payroll', 'of', 'Hillary', 'Clinton', 'amp', 'the', 'FBI', 'amp', 'when', 'they', 'fired', 'him', 'for', 'lying', 'they', 'continued', 'to', 'use', 'him', 'Violation', 'of', 'FBI', 'regulations', 'Kept', 'trying', 'to', 'verify', 'the', 'unverifiable']",259,46,FBI,0
Twitter for iPhone, Theres no fairness here if youre a Democrat or a friend of Hillary you get immunity or off scott free If youre connected to Donald Trump you get people like Robert Mueller amp Andrew Weissman and his team of partisans coming after you with a vengeance and abusing their ,2018-09-02 00:46:41,25213.0,94871,false,1.0360527583890514e+18,[],"['Theres', 'no', 'fairness', 'here', 'if', 'youre', 'a', 'Democrat', 'or', 'a', 'friend', 'of', 'Hillary', 'you', 'get', 'immunity', 'or', 'off', 'scott', 'free', 'If', 'youre', 'connected', 'to', 'Donald', 'Trump', 'you', 'get', 'people', 'like', 'Robert', 'Mueller', 'amp', 'Andrew', 'Weissman', 'and', 'his', 'team', 'of', 'partisans', 'coming', 'after', 'you', 'with', 'a', 'vengeance', 'and', 'abusing', 'their']",271,49,,0
Twitter for iPhone, You have a Fake Dossier gathered by Steele paid by the Clinton team to get information on Trump The Dossier is Fake nothing in it has been verified It then filters into our American court system in order to spy on Barrack Obama and Hillary Clintons political opponent ,2018-09-01 13:19:20,22652.0,82755,false,1.0358797835471995e+18,[],"['You', 'have', 'a', 'Fake', 'Dossier', 'gathered', 'by', 'Steele', 'paid', 'by', 'the', 'Clinton', 'team', 'to', 'get', 'information', 'on', 'Trump', 'The', 'Dossier', 'is', 'Fake', 'nothing', 'in', 'it', 'has', 'been', 'verified', 'It', 'then', 'filters', 'into', 'our', 'American', 'court', 'system', 'in', 'order', 'to', 'spy', 'on', 'Barrack', 'Obama', 'and', 'Hillary', 'Clintons', 'political', 'opponent']",269,48,,0
Twitter for iPhone, Hillary Clinton and the DNC paid for information from the Russian government to use against her government theres no doubt about that ,2018-08-29 12:18:10,20222.0,71361,false,1.0347772253363692e+18,['@TuckerCarlson'],"['Hillary', 'Clinton', 'and', 'the', 'DNC', 'paid', 'for', 'information', 'from', 'the', 'Russian', 'government', 'to', 'use', 'against', 'her', 'government', 'theres', 'no', 'doubt', 'about', 'that']",135,22,DNC,0
Twitter for iPhone,Hillary Clintons Emails many of which are Classified Information got hacked by China Next move better be by the FBI amp DOJ or after all of their other missteps Comey McCabe Strzok Page Ohr FISA Dirty Dossier etc their credibility will be forever gone ,2018-08-29 04:11:45,31073.0,99120,false,1.0346548160463299e+18,[],"['Hillary', 'Clintons', 'Emails', 'many', 'of', 'which', 'are', 'Classified', 'Information', 'got', 'hacked', 'by', 'China', 'Next', 'move', 'better', 'be', 'by', 'the', 'FBI', 'amp', 'DOJ', 'or', 'after', 'all', 'of', 'their', 'other', 'missteps', 'Comey', 'McCabe', 'Strzok', 'Page', 'Ohr', 'FISA', 'Dirty', 'Dossier', 'etc', 'their', 'credibility', 'will', 'be', 'forever', 'gone']",252,44,FBI,0
